heap,graph,workload,vertices,edges,repeat,nanos
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,2,1340050710.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,0,6211533457.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,1,6217899874.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,2,6218260320.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,0,4939827161.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,1,4929733851.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,2,4931537387.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,0,4558775827.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,1,4562428390.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,2,4559701755.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,0,4300833235.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,1,4298107692.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,2,4296509607.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,0,72734173.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,1,72136076.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,2,73109442.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,0,63626007.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,1,64078203.0
"quickheap::scalar_quickheap::ScalarQuickHeap<u64, 3, false, quickheap::scalar_quickheap::Search::LinearScan>",input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,2,63831619.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,0,3187755316.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,1,3181757759.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,2,3182908455.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,0,3119563263.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,1,3119527699.0
quickheap::sequence_heap::SequenceHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,2,3120510039.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,0,217854851.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,1,217507915.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,2,218181796.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,0,197758759.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,1,197967736.0
quickheap::sequence_heap::SequenceHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,2,196996984.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,0,803395856.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,1,805668893.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,2,803385499.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,0,2295260065.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,1,2297053596.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,2,2296688412.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,0,3797635309.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,1,3801458347.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,2,3797919529.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,0,9985517937.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,1,9982001063.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,2,9976683187.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,0,179025485.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,1,179226410.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,2,178779051.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,0,508499068.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,1,507905548.0
quickheap::sequence_heap::SequenceHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,2,507602909.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,0,2718900400.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,1,2714894450.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,2,2718823965.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,0,2582958385.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,1,2580319703.0
quickheap::sequence_heap::SequenceHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,2,2580188985.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,0,1999285371.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,1,2002307956.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,2,2000329645.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,0,2340007555.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,1,2340795630.0
quickheap::sequence_heap::SequenceHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,2,2338698409.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,0,21250679.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,1,22233951.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,2,23445950.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,0,22066778.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,1,23756600.0
quickheap::sequence_heap::SequenceHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,2,23943284.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,0,3078900062.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,1,3077641502.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,2,3082851945.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,0,3280347034.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,1,3278261512.0
quickheap::s3q::S3qHeapU64,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,2,3275280029.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,0,222595898.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,1,224271710.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,2,225083051.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,0,209251550.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,1,209046819.0
quickheap::s3q::S3qHeapU64,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,2,209738027.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,0,921980736.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,1,934365689.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,2,920166814.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,0,2789286231.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,1,2815674712.0
quickheap::s3q::S3qHeapU64,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,2,2814296192.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,0,4326151766.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,1,4327054226.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,2,4318438838.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,0,12691374301.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,1,12654333614.0
quickheap::s3q::S3qHeapU64,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,2,12674728209.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,0,161942788.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,1,161805690.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,2,161937699.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,0,595647199.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,1,591366998.0
quickheap::s3q::S3qHeapU64,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,2,592941215.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,0,2669012062.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,1,2670265754.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,2,2670628243.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,0,2761563008.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,1,2764154840.0
quickheap::s3q::S3qHeapU64,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,2,2763566817.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,0,1994689220.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,1,1995032171.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,2,1995334259.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,0,2433697567.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,1,2431371280.0
quickheap::s3q::S3qHeapU64,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,2,2435059043.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,0,20759747.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,1,21640714.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,2,19616684.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,0,24049177.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,1,24328991.0
quickheap::s3q::S3qHeapU64,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,2,22532486.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,0,4075999795.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,1,4081326634.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,2,4082395214.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,0,5260113762.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,1,5194868601.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,2,5312610016.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,0,290196917.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,1,290020149.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,2,290388238.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,0,392507677.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,1,442214811.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,2,469665286.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,0,1166652753.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,1,1166332538.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,2,1189770518.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,0,3578482553.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,1,3593113825.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,2,3615383563.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,0,5517609219.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,1,5411661807.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,2,5454763536.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,0,15961498840.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,1,15978157539.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,2,15854285310.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,0,243955743.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,1,241564846.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,2,242520265.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,0,768414474.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,1,767793623.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,2,764387165.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,0,3545698078.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,1,3545296849.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,2,3546691736.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,0,3978815996.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,1,4045232233.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/GER_graph.gr,bench_graph::PrimWorkload,20690320,41791542,2,4005543629.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,0,2579748917.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,1,2577972742.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::DijkstraWorkload,14081816,34292496,2,2580751948.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,0,3469872750.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,1,3426765371.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/CTR_graph.gr,bench_graph::PrimWorkload,14081816,34292496,2,3430396720.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,0,33625287.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,1,31831797.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::DijkstraWorkload,264346,733846,2,30782586.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,0,36213123.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,1,39637217.0
quickheap::original_quickheap::OriginalQuickHeap<u64>,input/NY_graph.gr,bench_graph::PrimWorkload,264346,733846,2,37203435.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,0,2889308406.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,1,2886789636.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::DijkstraWorkload,23947347,58333344,2,2885995411.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,0,3843300672.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,1,3838644969.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/USA_graph.gr,bench_graph::PrimWorkload,23947347,58333344,2,3840799007.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,0,196333766.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,1,196268798.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::DijkstraWorkload,1890815,4657742,2,196325764.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,0,225013301.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,1,224591671.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/CAL_graph.gr,bench_graph::PrimWorkload,1890815,4657742,2,224211414.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,0,1569477016.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,1,1578065184.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::DijkstraWorkload,4194304,41312060,2,1581969055.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,0,5789028487.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,1,5730266758.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_22_graph.gr,bench_graph::PrimWorkload,4194304,41312060,2,5787135245.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,0,10543480275.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,1,10546811439.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::DijkstraWorkload,16777216,159734888,2,10539925714.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,0,34276285097.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,1,33960208267.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_24_graph.gr,bench_graph::PrimWorkload,16777216,159734888,2,34264016795.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,0,247473264.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,1,247066697.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::DijkstraWorkload,1048576,10306351,2,247055740.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,0,855283975.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,1,854831537.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/rhg_20_graph.gr,bench_graph::PrimWorkload,1048576,10306351,2,854793770.0
alloc::collections::binary_heap::BinaryHeap<core::cmp::Reverse<u64>>,input/GER_graph.gr,bench_graph::DijkstraWorkload,20690320,41791542,0,2542540708.0
